Date,CNYUSD,Date,JPYUSD,Date,EURUSD,Date,GBPUSD
8/8/2016,0.150213,8/8/2016,0.0097609,8/8/2016,1.10884,8/8/2016,1.30405
9/8/2016,0.150258,9/8/2016,0.0098147,9/8/2016,1.11168,9/8/2016,1.30025
10/8/2016,0.150677,10/8/2016,0.0098725,10/8/2016,1.11763,10/8/2016,1.301
11/8/2016,0.15082,11/8/2016,0.009808,11/8/2016,1.11372,11/8/2016,1.29564
12/8/2016,0.150584,12/8/2016,0.0098715,12/8/2016,1.11619,12/8/2016,1.29195
15/8/2016,0.150626,15/8/2016,0.0098761,15/8/2016,1.11836,15/8/2016,1.288
16/8/2016,0.150968,16/8/2016,0.0099695,16/8/2016,1.12785,16/8/2016,1.30459
17/8/2016,0.150399,17/8/2016,0.009973,17/8/2016,1.12895,17/8/2016,1.30419
18/8/2016,0.150806,18/8/2016,0.0100119,18/8/2016,1.13536,18/8/2016,1.3168
19/8/2016,0.150397,19/8/2016,0.0099782,19/8/2016,1.1325,19/8/2016,1.30752
22/8/2016,0.150351,22/8/2016,0.0099678,22/8/2016,1.13199,22/8/2016,1.3137
23/8/2016,0.150521,23/8/2016,0.0099793,23/8/2016,1.13053,23/8/2016,1.3198
24/8/2016,0.150154,24/8/2016,0.0099551,24/8/2016,1.12638,24/8/2016,1.32323
25/8/2016,0.150281,25/8/2016,0.0099476,25/8/2016,1.1285,25/8/2016,1.31923
26/8/2016,0.149959,26/8/2016,0.0098206,26/8/2016,1.11975,26/8/2016,1.31375
29/8/2016,0.149721,29/8/2016,0.0098119,29/8/2016,1.1189,29/8/2016,1.3106
30/8/2016,0.1496,30/8/2016,0.0097122,30/8/2016,1.11429,30/8/2016,1.30804
31/8/2016,0.14975,31/8/2016,0.0096688,31/8/2016,1.11582,31/8/2016,1.31384
1/9/2016,0.149943,1/9/2016,0.0096867,1/9/2016,1.11968,1/9/2016,1.32684
2/9/2016,0.149654,2/9/2016,0.009618,2/9/2016,1.1156,2/9/2016,1.3294
5/9/2016,0.149768,5/9/2016,0.009668,5/9/2016,1.11474,5/9/2016,1.33037
6/9/2016,0.149775,6/9/2016,0.0098023,6/9/2016,1.12553,6/9/2016,1.34398
7/9/2016,0.150092,7/9/2016,0.0098285,7/9/2016,1.12393,7/9/2016,1.3341
8/9/2016,0.150043,8/9/2016,0.0097572,8/9/2016,1.12603,8/9/2016,1.32951
9/9/2016,0.149524,9/9/2016,0.0097366,9/9/2016,1.12334,9/9/2016,1.32673
12/9/2016,0.149698,12/9/2016,0.00982,12/9/2016,1.12353,12/9/2016,1.33369
13/9/2016,0.149749,13/9/2016,0.0097507,13/9/2016,1.122,13/9/2016,1.31934
14/9/2016,0.149882,14/9/2016,0.0097631,14/9/2016,1.12499,14/9/2016,1.32354
15/9/2016,0.149844,15/9/2016,0.0097959,15/9/2016,1.12438,15/9/2016,1.32394
16/9/2016,0.149918,16/9/2016,0.0097783,16/9/2016,1.11551,16/9/2016,1.3002
19/9/2016,0.149945,19/9/2016,0.0098118,19/9/2016,1.11749,19/9/2016,1.30302
20/9/2016,0.149927,20/9/2016,0.0098316,20/9/2016,1.11507,20/9/2016,1.29884
21/9/2016,0.150015,21/9/2016,0.0099691,21/9/2016,1.11892,21/9/2016,1.30324
22/9/2016,0.15006,22/9/2016,0.0099247,22/9/2016,1.12081,22/9/2016,1.30784
23/9/2016,0.150026,23/9/2016,0.0098993,23/9/2016,1.12262,23/9/2016,1.29656
26/9/2016,0.150116,26/9/2016,0.0099669,26/9/2016,1.1254,26/9/2016,1.29749
27/9/2016,0.149984,27/9/2016,0.0099577,27/9/2016,1.12149,27/9/2016,1.30228
28/9/2016,0.149907,28/9/2016,0.0099314,28/9/2016,1.12173,28/9/2016,1.30186
29/9/2016,0.149936,29/9/2016,0.0098972,29/9/2016,1.12224,29/9/2016,1.2968
30/9/2016,0.150065,30/9/2016,0.009868,30/9/2016,1.12348,30/9/2016,1.29722
3/10/2016,0.149948,3/10/2016,0.0098379,3/10/2016,1.12114,3/10/2016,1.28424
4/10/2016,0.149589,4/10/2016,0.0097176,4/10/2016,1.12041,4/10/2016,1.27277
5/10/2016,0.149434,5/10/2016,0.0096616,5/10/2016,1.12051,5/10/2016,1.27487
6/10/2016,0.149211,6/10/2016,0.0096197,6/10/2016,1.11511,6/10/2016,1.26156
7/10/2016,0.149336,7/10/2016,0.0097154,7/10/2016,1.12012,7/10/2016,1.24339
10/10/2016,0.149078,10/10/2016,0.0096515,10/10/2016,1.11386,10/10/2016,1.2362
11/10/2016,0.148597,11/10/2016,0.0096612,11/10/2016,1.10539,11/10/2016,1.21226
12/10/2016,0.148699,12/10/2016,0.0095967,12/10/2016,1.10066,12/10/2016,1.22044
13/10/2016,0.148633,13/10/2016,0.009643,13/10/2016,1.10558,13/10/2016,1.22543
14/10/2016,0.148544,14/10/2016,0.0095988,14/10/2016,1.09723,14/10/2016,1.21911
17/10/2016,0.148443,17/10/2016,0.0096263,17/10/2016,1.09997,17/10/2016,1.21829
18/10/2016,0.148549,18/10/2016,0.0096278,18/10/2016,1.09807,18/10/2016,1.22976
19/10/2016,0.14867,19/10/2016,0.0096672,19/10/2016,1.09738,19/10/2016,1.22851
20/10/2016,0.148383,20/10/2016,0.0096198,20/10/2016,1.09295,20/10/2016,1.22539
21/10/2016,0.147922,21/10/2016,0.009632,21/10/2016,1.08844,21/10/2016,1.22342
24/10/2016,0.147667,24/10/2016,0.0095982,24/10/2016,1.08818,24/10/2016,1.22383
25/10/2016,0.147835,25/10/2016,0.009595,25/10/2016,1.08887,25/10/2016,1.21878
26/10/2016,0.147713,26/10/2016,0.0095718,26/10/2016,1.09084,26/10/2016,1.22471
27/10/2016,0.147403,27/10/2016,0.0094978,27/10/2016,1.08967,27/10/2016,1.21638
28/10/2016,0.147625,28/10/2016,0.0095488,28/10/2016,1.09847,28/10/2016,1.21849
31/10/2016,0.147793,31/10/2016,0.00954,31/10/2016,1.09809,31/10/2016,1.22422
1/11/2016,0.147938,1/11/2016,0.0096014,1/11/2016,1.10553,1/11/2016,1.22426
2/11/2016,0.148146,2/11/2016,0.0096796,2/11/2016,1.10978,2/11/2016,1.23036
3/11/2016,0.148067,3/11/2016,0.0097105,3/11/2016,1.11053,3/11/2016,1.24612
4/11/2016,0.147933,4/11/2016,0.0096978,4/11/2016,1.11406,4/11/2016,1.25175
7/11/2016,0.147349,7/11/2016,0.0095726,7/11/2016,1.10406,7/11/2016,1.23959
8/11/2016,0.14741,8/11/2016,0.009508,8/11/2016,1.10261,8/11/2016,1.23791
9/11/2016,0.146908,9/11/2016,0.0094635,9/11/2016,1.09097,9/11/2016,1.24064
10/11/2016,0.146946,10/11/2016,0.009361,10/11/2016,1.08927,10/11/2016,1.25545
11/11/2016,0.146869,11/11/2016,0.0093748,11/11/2016,1.08551,11/11/2016,1.25955
14/11/2016,0.146056,14/11/2016,0.0092233,14/11/2016,1.07372,14/11/2016,1.24902
15/11/2016,0.145802,15/11/2016,0.0091584,15/11/2016,1.07224,15/11/2016,1.24567
16/11/2016,0.145516,16/11/2016,0.0091681,16/11/2016,1.06912,16/11/2016,1.24426
17/11/2016,0.145115,17/11/2016,0.0090802,17/11/2016,1.06259,17/11/2016,1.2417
18/11/2016,0.145176,18/11/2016,0.0090172,18/11/2016,1.05885,18/11/2016,1.23417
21/11/2016,0.145121,21/11/2016,0.009024,21/11/2016,1.06297,21/11/2016,1.24942
22/11/2016,0.145174,22/11/2016,0.0089973,22/11/2016,1.06275,22/11/2016,1.24232
23/11/2016,0.144622,23/11/2016,0.0088883,23/11/2016,1.05534,23/11/2016,1.24425
24/11/2016,0.144478,24/11/2016,0.0088222,24/11/2016,1.05538,24/11/2016,1.2451
25/11/2016,0.144707,25/11/2016,0.0088315,25/11/2016,1.05891,25/11/2016,1.24774
28/11/2016,0.144907,28/11/2016,0.0089344,28/11/2016,1.06137,28/11/2016,1.24163
29/11/2016,0.145254,29/11/2016,0.0088982,29/11/2016,1.06497,29/11/2016,1.24926
30/11/2016,0.144984,30/11/2016,0.0087364,30/11/2016,1.05886,30/11/2016,1.25064
1/12/2016,0.145444,1/12/2016,0.0087643,1/12/2016,1.06611,1/12/2016,1.25914
2/12/2016,0.145565,2/12/2016,0.00881,2/12/2016,1.06645,2/12/2016,1.2729
5/12/2016,0.145779,5/12/2016,0.0087832,5/12/2016,1.07639,5/12/2016,1.27324
6/12/2016,0.145416,6/12/2016,0.008771,6/12/2016,1.07184,6/12/2016,1.26776
7/12/2016,0.14534,7/12/2016,0.0087908,7/12/2016,1.07532,7/12/2016,1.26256
8/12/2016,0.144844,8/12/2016,0.0087697,8/12/2016,1.06148,8/12/2016,1.25862
9/12/2016,0.144736,9/12/2016,0.008673,9/12/2016,1.05606,9/12/2016,1.25722
12/12/2016,0.144953,12/12/2016,0.0086937,12/12/2016,1.06352,12/12/2016,1.26791
13/12/2016,0.145049,13/12/2016,0.0086818,13/12/2016,1.06257,13/12/2016,1.26577
14/12/2016,0.144699,14/12/2016,0.0085438,14/12/2016,1.05355,14/12/2016,1.25637
15/12/2016,0.144219,15/12/2016,0.0084618,15/12/2016,1.0414,15/12/2016,1.24185
16/12/2016,0.14347,16/12/2016,0.0084798,16/12/2016,1.04513,16/12/2016,1.24961
19/12/2016,0.144412,19/12/2016,0.0085406,19/12/2016,1.04022,19/12/2016,1.23951
20/12/2016,0.143998,20/12/2016,0.0084847,20/12/2016,1.03881,20/12/2016,1.23682
21/12/2016,0.144089,21/12/2016,0.0085067,21/12/2016,1.04241,21/12/2016,1.2353
22/12/2016,0.143865,22/12/2016,0.0085075,22/12/2016,1.04365,22/12/2016,1.2283
23/12/2016,0.143881,23/12/2016,0.0085237,23/12/2016,1.04563,23/12/2016,1.22825
26/12/2016,0.143908,26/12/2016,0.0085398,26/12/2016,1.04553,26/12/2016,1.22823
27/12/2016,0.143746,27/12/2016,0.0085163,27/12/2016,1.04572,27/12/2016,1.2271
28/12/2016,0.143354,28/12/2016,0.0085282,28/12/2016,1.04135,28/12/2016,1.22263
29/12/2016,0.143929,29/12/2016,0.0085806,29/12/2016,1.04899,29/12/2016,1.22609
30/12/2016,0.143881,30/12/2016,0.0085471,30/12/2016,1.05166,30/12/2016,1.23403
2/1/2017,0.143763,2/1/2017,0.0085065,2/1/2017,1.04546,2/1/2017,1.22782
3/1/2017,0.143854,3/1/2017,0.0084926,3/1/2017,1.04055,3/1/2017,1.22375
4/1/2017,0.145036,4/1/2017,0.0085289,4/1/2017,1.0489,4/1/2017,1.23226
5/1/2017,0.145475,5/1/2017,0.0086686,5/1/2017,1.0607,5/1/2017,1.24189
6/1/2017,0.144241,6/1/2017,0.0085472,6/1/2017,1.05323,6/1/2017,1.22872
9/1/2017,0.144164,9/1/2017,0.0086172,9/1/2017,1.0574,9/1/2017,1.21626
10/1/2017,0.144349,10/1/2017,0.0086371,10/1/2017,1.05544,10/1/2017,1.21766
11/1/2017,0.144709,11/1/2017,0.008665,11/1/2017,1.05825,11/1/2017,1.22129
12/1/2017,0.145147,12/1/2017,0.0087174,12/1/2017,1.06125,12/1/2017,1.21624
13/1/2017,0.145059,13/1/2017,0.0087333,13/1/2017,1.06432,13/1/2017,1.2182
16/1/2017,0.145057,16/1/2017,0.0087567,16/1/2017,1.06006,16/1/2017,1.20471
17/1/2017,0.146127,17/1/2017,0.0088802,17/1/2017,1.07131,17/1/2017,1.24142
18/1/2017,0.14546,18/1/2017,0.0087241,18/1/2017,1.06296,18/1/2017,1.22609
19/1/2017,0.145301,19/1/2017,0.0087064,19/1/2017,1.06643,19/1/2017,1.23416
20/1/2017,0.145515,20/1/2017,0.0087244,20/1/2017,1.07025,20/1/2017,1.23749
23/1/2017,0.146354,23/1/2017,0.008873,23/1/2017,1.07649,23/1/2017,1.25352
24/1/2017,0.145991,24/1/2017,0.0087882,24/1/2017,1.07314,24/1/2017,1.25205
25/1/2017,0.145691,25/1/2017,0.0088279,25/1/2017,1.07478,25/1/2017,1.26336
26/1/2017,0.145432,26/1/2017,0.0087313,26/1/2017,1.06825,26/1/2017,1.25969
27/1/2017,0.145,27/1/2017,0.008688,27/1/2017,1.06994,27/1/2017,1.2555
30/1/2017,0.145059,30/1/2017,0.0087885,30/1/2017,1.06949,30/1/2017,1.24856
31/1/2017,0.145648,31/1/2017,0.008865,31/1/2017,1.07979,31/1/2017,1.25795
1/2/2017,0.145613,1/2/2017,0.0088302,1/2/2017,1.0769,1/2/2017,1.26586
2/2/2017,0.146296,2/2/2017,0.0088649,2/2/2017,1.07586,2/2/2017,1.25275
3/2/2017,0.146249,3/2/2017,0.0088812,3/2/2017,1.07825,3/2/2017,1.24845
6/2/2017,0.146016,6/2/2017,0.0089493,6/2/2017,1.07502,6/2/2017,1.24685
7/2/2017,0.145282,7/2/2017,0.0088972,7/2/2017,1.06832,7/2/2017,1.25093
8/2/2017,0.145401,8/2/2017,0.0089336,8/2/2017,1.06985,8/2/2017,1.25409
9/2/2017,0.14528,9/2/2017,0.008831,9/2/2017,1.06551,9/2/2017,1.24966
10/2/2017,0.145358,10/2/2017,0.0088329,10/2/2017,1.0643,10/2/2017,1.24914
13/2/2017,0.145289,13/2/2017,0.0087919,13/2/2017,1.0598,13/2/2017,1.2526
14/2/2017,0.145682,14/2/2017,0.0087518,14/2/2017,1.05777,14/2/2017,1.24682
15/2/2017,0.145923,15/2/2017,0.0087599,15/2/2017,1.06007,15/2/2017,1.2461
16/2/2017,0.145747,16/2/2017,0.0088309,16/2/2017,1.06737,16/2/2017,1.2489
17/2/2017,0.145548,17/2/2017,0.0088623,17/2/2017,1.06158,17/2/2017,1.24118
20/2/2017,0.145594,20/2/2017,0.0088417,20/2/2017,1.06135,20/2/2017,1.24634
21/2/2017,0.145271,21/2/2017,0.0087963,21/2/2017,1.05365,21/2/2017,1.24735
22/2/2017,0.145467,22/2/2017,0.0088258,22/2/2017,1.05581,22/2/2017,1.24505
23/2/2017,0.145602,23/2/2017,0.00888,23/2/2017,1.05819,23/2/2017,1.25556
24/2/2017,0.145641,24/2/2017,0.0089168,24/2/2017,1.05627,24/2/2017,1.24618
27/2/2017,0.145592,27/2/2017,0.0088737,27/2/2017,1.05872,27/2/2017,1.2442
28/2/2017,0.145658,28/2/2017,0.0088676,28/2/2017,1.05764,28/2/2017,1.238
1/3/2017,0.145461,1/3/2017,0.0087928,1/3/2017,1.05468,1/3/2017,1.22927
2/3/2017,0.145161,2/3/2017,0.0087404,2/3/2017,1.05069,2/3/2017,1.22671
3/3/2017,0.144951,3/3/2017,0.0087702,3/3/2017,1.0622,3/3/2017,1.22911
6/3/2017,0.145075,6/3/2017,0.0087803,6/3/2017,1.0582,6/3/2017,1.22365
7/3/2017,0.145026,7/3/2017,0.0087731,7/3/2017,1.05663,7/3/2017,1.21996
8/3/2017,0.144665,8/3/2017,0.0087434,8/3/2017,1.05408,8/3/2017,1.21681
9/3/2017,0.144624,9/3/2017,0.008699,9/3/2017,1.05767,9/3/2017,1.21652
10/3/2017,0.145001,10/3/2017,0.0087111,10/3/2017,1.06735,10/3/2017,1.21667
13/3/2017,0.144735,13/3/2017,0.0087046,13/3/2017,1.06534,13/3/2017,1.22187
14/3/2017,0.144735,14/3/2017,0.0087151,14/3/2017,1.06041,14/3/2017,1.21532
15/3/2017,0.145751,15/3/2017,0.0088194,15/3/2017,1.07344,15/3/2017,1.22913
16/3/2017,0.145256,16/3/2017,0.0088256,16/3/2017,1.07657,16/3/2017,1.23601
17/3/2017,0.144932,17/3/2017,0.0088734,17/3/2017,1.07379,17/3/2017,1.2396
20/3/2017,0.144967,20/3/2017,0.008885,20/3/2017,1.07394,20/3/2017,1.23579
21/3/2017,0.14518,21/3/2017,0.0089513,21/3/2017,1.08106,21/3/2017,1.24784
22/3/2017,0.145425,22/3/2017,0.0089957,22/3/2017,1.07971,22/3/2017,1.24845
23/3/2017,0.145195,23/3/2017,0.0090149,23/3/2017,1.07833,23/3/2017,1.25211
24/3/2017,0.145226,24/3/2017,0.008982,24/3/2017,1.07985,24/3/2017,1.2473
27/3/2017,0.145639,27/3/2017,0.0090364,27/3/2017,1.08643,27/3/2017,1.25587
28/3/2017,0.145144,28/3/2017,0.0089983,28/3/2017,1.08136,28/3/2017,1.24502
29/3/2017,0.145163,29/3/2017,0.0090058,29/3/2017,1.07659,29/3/2017,1.24336
30/3/2017,0.145045,30/3/2017,0.0089346,30/3/2017,1.06745,30/3/2017,1.24685
31/3/2017,0.145391,31/3/2017,0.008977,31/3/2017,1.06522,31/3/2017,1.25497
3/4/2017,0.145343,3/4/2017,0.0090174,3/4/2017,1.06696,3/4/2017,1.24858
4/4/2017,0.1451,4/4/2017,0.0090306,4/4/2017,1.06736,4/4/2017,1.24398
5/4/2017,0.145159,5/4/2017,0.0090332,5/4/2017,1.06633,5/4/2017,1.24831
6/4/2017,0.145005,6/4/2017,0.0090246,6/4/2017,1.06445,6/4/2017,1.24695
7/4/2017,0.144821,7/4/2017,0.0090039,7/4/2017,1.0591,7/4/2017,1.23709
10/4/2017,0.14481,10/4/2017,0.0090141,10/4/2017,1.05959,10/4/2017,1.24145
11/4/2017,0.144991,11/4/2017,0.009123,11/4/2017,1.06046,11/4/2017,1.24911
12/4/2017,0.145368,12/4/2017,0.0091724,12/4/2017,1.06648,12/4/2017,1.25398
13/4/2017,0.145286,13/4/2017,0.0091662,13/4/2017,1.06134,13/4/2017,1.25031
14/4/2017,0.145364,14/4/2017,0.009207,14/4/2017,1.06178,14/4/2017,1.25235
17/4/2017,0.1454,17/4/2017,0.009182,17/4/2017,1.06432,17/4/2017,1.25645
18/4/2017,0.145474,18/4/2017,0.0092227,18/4/2017,1.07304,18/4/2017,1.28411
19/4/2017,0.145374,19/4/2017,0.0091863,19/4/2017,1.07113,19/4/2017,1.27773
20/4/2017,0.145412,20/4/2017,0.0091473,20/4/2017,1.07172,20/4/2017,1.28132
21/4/2017,0.145117,21/4/2017,0.0091643,21/4/2017,1.07283,21/4/2017,1.28169
24/4/2017,0.145332,24/4/2017,0.0091109,24/4/2017,1.08678,24/4/2017,1.2796
25/4/2017,0.145222,25/4/2017,0.009002,25/4/2017,1.09256,25/4/2017,1.28421
26/4/2017,0.145243,26/4/2017,0.0090045,26/4/2017,1.09038,26/4/2017,1.28482
27/4/2017,0.145089,27/4/2017,0.0089878,27/4/2017,1.08728,27/4/2017,1.29044
28/4/2017,0.145186,28/4/2017,0.0089659,28/4/2017,1.08949,28/4/2017,1.29513
1/5/2017,0.144982,1/5/2017,0.0089412,1/5/2017,1.0899,1/5/2017,1.2886
2/5/2017,0.145176,2/5/2017,0.008929,2/5/2017,1.093,2/5/2017,1.29387
3/5/2017,0.1451,3/5/2017,0.0088688,3/5/2017,1.08859,3/5/2017,1.2867
4/5/2017,0.145085,4/5/2017,0.0088919,4/5/2017,1.09845,4/5/2017,1.29233
5/5/2017,0.145098,5/5/2017,0.0088717,5/5/2017,1.09981,5/5/2017,1.29815
8/5/2017,0.144924,8/5/2017,0.0088299,8/5/2017,1.09238,8/5/2017,1.29399
9/5/2017,0.14481,9/5/2017,0.0087732,9/5/2017,1.08743,9/5/2017,1.29337
10/5/2017,0.144873,10/5/2017,0.0087501,10/5/2017,1.08676,10/5/2017,1.29375
11/5/2017,0.145006,11/5/2017,0.0087826,11/5/2017,1.08611,11/5/2017,1.28859
12/5/2017,0.145142,12/5/2017,0.0088225,12/5/2017,1.09313,12/5/2017,1.28904
15/5/2017,0.145315,15/5/2017,0.0087879,15/5/2017,1.09753,15/5/2017,1.28965
16/5/2017,0.145535,16/5/2017,0.0088401,16/5/2017,1.10828,16/5/2017,1.29168
17/5/2017,0.145599,17/5/2017,0.009024,17/5/2017,1.11591,17/5/2017,1.29704
18/5/2017,0.145548,18/5/2017,0.0089698,18/5/2017,1.11026,18/5/2017,1.29384
19/5/2017,0.145666,19/5/2017,0.0089885,19/5/2017,1.12056,19/5/2017,1.30357
22/5/2017,0.145656,22/5/2017,0.0089849,22/5/2017,1.12374,22/5/2017,1.29998
23/5/2017,0.145573,23/5/2017,0.0089455,23/5/2017,1.1183,23/5/2017,1.29611
24/5/2017,0.145575,24/5/2017,0.0089691,24/5/2017,1.12187,24/5/2017,1.2972
25/5/2017,0.145788,25/5/2017,0.0089415,25/5/2017,1.12104,25/5/2017,1.29423
26/5/2017,0.145836,26/5/2017,0.0089823,26/5/2017,1.11827,26/5/2017,1.28035
29/5/2017,0.1459,29/5/2017,0.0089877,29/5/2017,1.11645,29/5/2017,1.28403
30/5/2017,0.146022,30/5/2017,0.0090217,30/5/2017,1.11858,30/5/2017,1.28588
31/5/2017,0.146634,31/5/2017,0.0090276,31/5/2017,1.12437,31/5/2017,1.28904
1/6/2017,0.146953,1/6/2017,0.0089795,1/6/2017,1.12126,1/6/2017,1.28817
2/6/2017,0.147078,2/6/2017,0.0090567,2/6/2017,1.1279,2/6/2017,1.28878
5/6/2017,0.147037,5/6/2017,0.0090521,5/6/2017,1.12543,5/6/2017,1.29044
6/6/2017,0.14746,6/6/2017,0.0091398,6/6/2017,1.12772,6/6/2017,1.29115
7/6/2017,0.147414,7/6/2017,0.0091055,7/6/2017,1.12567,7/6/2017,1.29596
8/6/2017,0.14718,8/6/2017,0.0090888,8/6/2017,1.12144,8/6/2017,1.29564
9/6/2017,0.147228,9/6/2017,0.0090639,9/6/2017,1.11954,9/6/2017,1.27462
12/6/2017,0.147126,12/6/2017,0.0090954,12/6/2017,1.12029,12/6/2017,1.2659
13/6/2017,0.147239,13/6/2017,0.0090857,13/6/2017,1.12107,13/6/2017,1.2754
14/6/2017,0.147356,14/6/2017,0.009126,14/6/2017,1.12177,14/6/2017,1.27513
15/6/2017,0.147016,15/6/2017,0.0090147,15/6/2017,1.11453,15/6/2017,1.27576
16/6/2017,0.147096,16/6/2017,0.0090189,16/6/2017,1.11975,16/6/2017,1.27826
19/6/2017,0.146934,19/6/2017,0.0089667,19/6/2017,1.11486,19/6/2017,1.27373
20/6/2017,0.146839,20/6/2017,0.0089719,20/6/2017,1.11343,20/6/2017,1.26295
21/6/2017,0.146699,21/6/2017,0.008978,21/6/2017,1.11684,21/6/2017,1.26711
22/6/2017,0.146548,22/6/2017,0.0089824,22/6/2017,1.11521,22/6/2017,1.26822
23/6/2017,0.14666,23/6/2017,0.0089864,23/6/2017,1.11936,23/6/2017,1.2718
26/6/2017,0.146531,26/6/2017,0.0089391,26/6/2017,1.1182,26/6/2017,1.27234
27/6/2017,0.146817,27/6/2017,0.0089006,27/6/2017,1.13394,27/6/2017,1.28143
28/6/2017,0.147024,28/6/2017,0.0089042,28/6/2017,1.13776,28/6/2017,1.29264
29/6/2017,0.147445,29/6/2017,0.008915,29/6/2017,1.14406,29/6/2017,1.30072
30/6/2017,0.147504,30/6/2017,0.0089006,30/6/2017,1.14265,30/6/2017,1.30249
3/7/2017,0.147362,3/7/2017,0.0088203,3/7/2017,1.13644,3/7/2017,1.29401
4/7/2017,0.147061,4/7/2017,0.0088276,4/7/2017,1.13458,4/7/2017,1.29198
5/7/2017,0.147286,5/7/2017,0.008829,5/7/2017,1.13519,5/7/2017,1.29343
6/7/2017,0.147293,6/7/2017,0.0088325,6/7/2017,1.14227,6/7/2017,1.29709
7/7/2017,0.147061,7/7/2017,0.0087794,7/7/2017,1.14008,7/7/2017,1.28897
10/7/2017,0.147165,10/7/2017,0.0087687,10/7/2017,1.13994,10/7/2017,1.28814
11/7/2017,0.147267,11/7/2017,0.0087767,11/7/2017,1.14672,11/7/2017,1.28476
12/7/2017,0.147438,12/7/2017,0.0088364,12/7/2017,1.14117,12/7/2017,1.28847
13/7/2017,0.147462,13/7/2017,0.0088274,13/7/2017,1.1398,13/7/2017,1.2939
14/7/2017,0.147938,14/7/2017,0.0088861,14/7/2017,1.14695,14/7/2017,1.30985
17/7/2017,0.148043,17/7/2017,0.0088789,17/7/2017,1.14783,17/7/2017,1.30549
18/7/2017,0.148256,18/7/2017,0.0089236,18/7/2017,1.15539,18/7/2017,1.30405
19/7/2017,0.148137,19/7/2017,0.0089323,19/7/2017,1.1515,19/7/2017,1.30222
20/7/2017,0.148221,20/7/2017,0.0089359,20/7/2017,1.16308,20/7/2017,1.29727
21/7/2017,0.148243,21/7/2017,0.0089981,21/7/2017,1.16625,21/7/2017,1.29967
24/7/2017,0.148408,24/7/2017,0.0090009,24/7/2017,1.16424,24/7/2017,1.30285
25/7/2017,0.148122,25/7/2017,0.0089375,25/7/2017,1.16472,25/7/2017,1.3025
26/7/2017,0.148359,26/7/2017,0.0089947,26/7/2017,1.17342,26/7/2017,1.31215
27/7/2017,0.148421,27/7/2017,0.0089882,27/7/2017,1.16767,27/7/2017,1.30658
28/7/2017,0.148516,28/7/2017,0.0090352,28/7/2017,1.1751,28/7/2017,1.31356
31/7/2017,0.148774,31/7/2017,0.0090699,31/7/2017,1.18419,31/7/2017,1.3215
1/8/2017,0.148781,1/8/2017,0.0090599,1/8/2017,1.18018,1/8/2017,1.32035
2/8/2017,0.148852,2/8/2017,0.0090305,2/8/2017,1.18559,2/8/2017,1.32232
3/8/2017,0.148792,3/8/2017,0.0090869,3/8/2017,1.18698,3/8/2017,1.31384
4/8/2017,0.148856,4/8/2017,0.0090342,4/8/2017,1.17727,4/8/2017,1.30396
7/8/2017,0.148869,7/8/2017,0.0090295,7/8/2017,1.17954,7/8/2017,1.30346
8/8/2017,0.149189,8/8/2017,0.0090641,8/8/2017,1.17523,8/8/2017,1.29922
9/8/2017,0.149694,9/8/2017,0.0090855,9/8/2017,1.17591,9/8/2017,1.30041
10/8/2017,0.150319,10/8/2017,0.0091573,10/8/2017,1.17721,10/8/2017,1.29765
11/8/2017,0.150143,11/8/2017,0.0091579,11/8/2017,1.18213,11/8/2017,1.30136
14/8/2017,0.149912,14/8/2017,0.0091207,14/8/2017,1.17799,14/8/2017,1.29644
15/8/2017,0.14975,15/8/2017,0.0090355,15/8/2017,1.1735,15/8/2017,1.28695
16/8/2017,0.149784,16/8/2017,0.009075,16/8/2017,1.17673,16/8/2017,1.28914
17/8/2017,0.149862,17/8/2017,0.0091265,17/8/2017,1.17231,17/8/2017,1.28685
18/8/2017,0.150013,18/8/2017,0.0091566,18/8/2017,1.17606,18/8/2017,1.287
21/8/2017,0.150177,21/8/2017,0.0091761,21/8/2017,1.18148,21/8/2017,1.29
22/8/2017,0.150058,22/8/2017,0.0091269,22/8/2017,1.1762,22/8/2017,1.28236
23/8/2017,0.150069,23/8/2017,0.0091714,23/8/2017,1.1807,23/8/2017,1.27999
24/8/2017,0.150238,24/8/2017,0.0091275,24/8/2017,1.17992,24/8/2017,1.28008
25/8/2017,0.150453,25/8/2017,0.0091444,25/8/2017,1.19242,25/8/2017,1.28823
28/8/2017,0.151101,28/8/2017,0.0091525,28/8/2017,1.19788,28/8/2017,1.29326
29/8/2017,0.151275,29/8/2017,0.0091116,29/8/2017,1.19724,29/8/2017,1.29184
30/8/2017,0.151497,30/8/2017,0.009071,30/8/2017,1.18839,30/8/2017,1.29251
31/8/2017,0.1516,31/8/2017,0.0090929,31/8/2017,1.19096,31/8/2017,1.29302
1/9/2017,0.152454,1/9/2017,0.0090703,1/9/2017,1.18599,1/9/2017,1.29505
4/9/2017,0.153149,4/9/2017,0.0091158,4/9/2017,1.1896,4/9/2017,1.29308
5/9/2017,0.152982,5/9/2017,0.0091903,5/9/2017,1.1914,5/9/2017,1.30328
6/9/2017,0.153109,6/9/2017,0.0091557,6/9/2017,1.19168,6/9/2017,1.30427
7/9/2017,0.154147,7/9/2017,0.0092206,7/9/2017,1.2023,7/9/2017,1.31014
8/9/2017,0.153941,8/9/2017,0.0092726,8/9/2017,1.20357,8/9/2017,1.32004
