Date,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd
10/8/2011 0:00,4.594,7429500,34131123,162160.1072,465,0.018326295,0,52,0,10.83306767,1689334.405,29645.082,3.92876955,6.198840533,5.289986081,10939,5604,1653645,5604,4699,324504.7311,104100,478236
10/10/2011 0:00,4.25937,7441550,31696314.82,72079.558,469,0.019371814,0,43,0,9.909317712,1689334.405,25143.06111,3.17994555,10.57697791,4.546665662,10553,5530,1664798,5530,5151,296865.6798,55810,237715
10/12/2011 0:00,4.20612,7452800,31347371.14,285299.267,473,0.023796958,0,49,0,9.993294981,1689334.405,25043.23848,4.52713498,8.465316765,3.853991764,12312,6498,1677142,6498,5503,339241.2286,70334,295833
10/14/2011 0:00,4.11455,7464000,30711001.2,85776.72,477,0.019104308,0,36,0,11.16897674,1689334.405,27374.10115,3.47204625,8.650519432,4.822780329,10647,5676,1687557,5676,4937,270082.8971,76909,316445
10/16/2011 0:00,3.9009,7477200,29167809.48,136544.044,481,0.01684387,0,38,0,8.977080038,1468195.427,23998.3368,2.8099505,10.96221218,4.919708241,9706,4878,1698515,4878,4598,233069.9002,56120,218919
10/18/2011 0:00,2.9,7489200,21718680,231518.003,485,0.01913963,0,51,0,9.269017601,1468195.427,18423.7,3.1571327,6.146946593,3.312423589,10981,5562,1709670,5562,5000,406424.7152,103352,299721
10/20/2011 0:00,2.42,7500950,18152299,114049.0428,488,0.017868922,0,40,0,7.517392227,1468195.427,12475.1,5.74099126,4.128833501,2.649766355,8801,4708,1719188,4708,4251,321171.8506,124854,302146
10/22/2011 0:00,3.3,7512550,24791415,365294.1117,491,0.020650138,0,41,0,6.860532712,1468195.427,15516.6,2.66416828,4.895393474,3.219211618,9425,4820,1729365,4820,4564,615136.9349,96049,316963
10/24/2011 0:00,3.2,7523950,24076640,260778.7904,495,0.019223545,0,48,0,8.977080038,1468195.427,19689.6,3.24402503,6.488189443,3.326507856,11390,5919,1740735,5919,5614,417449.3014,94834,303468
10/26/2011 0:00,2.876,7535900,21673248.4,83398.7275,499,0.020281385,0,36,0,7.955298571,1468195.427,15682.828,3.39589176,4.486314262,2.955121161,10204,5307,1751324,5307,5307,354289.4338,121547,349570
10/28/2011 0:00,3.255,7546750,24564671.25,166107.5258,502,0.021874529,0,38,0,7.444407837,1468195.427,16610.265,3.15074039,4.167864208,3.249905107,9752,5111,1761174,5111,4919,464194.2783,122437,398532
10/30/2011 0:00,3.65026,7557550,27587022.46,175154.2702,505,0.02038067,0,46,0,7.079485884,1468195.427,17714.71178,3.40992865,6.068410198,3.624122705,9259,4888,1771888,4888,4888,217988.1543,79972,291917
11/1/2011 0:00,3.35,7571700,25365195,123346.8368,509,0.015826993,0,33,0,8.73436486,1203461.926,24471.75,5.1065652,5.776616162,4.158326253,10403,5885,1782729,5885,5747,671779.7136,126458,423635
11/3/2011 0:00,3.299,7585600,25024894.4,80000.1978,513,0.017490795,0,42,0,7.59770094,1203461.926,20955.248,2.88038385,5.548837147,3.64692795,10207,5746,1794225,5746,5508,357650.878,114474,377651
11/5/2011 0:00,3.21,7600250,24396802.5,161089.4509,517,0.018949007,0,43,0,8.973662527,1203461.926,24084.63,3.42899532,6.715784193,3.663061597,12548,6575,1807462,6575,6575,368120.7916,111722,358627
11/7/2011 0:00,3.0289,7614200,23062650.38,73441.65,521,0.01736655,0,39,0,7.836998607,1203461.926,19848.3817,3.44751402,10.04851739,3.724597804,10269,5329,1817812,5329,5329,234510.825,65214,197525
11/9/2011 0:00,3.114,7629400,23757951.6,158552.88,525,0.01730913,0,41,0,10.11032645,1203461.926,26322.642,3.78935692,3.252667115,3.972029878,12174,6627,1830187,6627,6222,1193440.333,259879,809263
11/11/2011 0:00,3,7642750,22928250,134519.1111,529,0.01901118,0,44,0,7.298578856,1203461.926,18306,2.04213243,4.356505684,3.365692223,10074,5439,1841990,5439,5439,333985.9527,140066,420199
11/13/2011 0:00,3.099,7656850,23728578.15,29340.99,533,0.013648259,0,36,0,8.794189277,1203461.926,22783.848,2.52287731,9.359646714,4.477957547,9589,5088,1852424,5088,4875,275344.1999,78550,243426
11/15/2011 0:00,2.69,7672300,20638487,178516.8,537,0.016818179,0,37,0,10.25533355,1192497.75,23276.57,3.20336403,5.273771043,3.613252096,11798,6442,1864486,6442,6338,385370.903,164076,441365
11/17/2011 0:00,2.60031,7686200,19986502.72,268820.6128,541,0.017426786,0,39,0,8.59551078,1192497.75,18857.44812,2.95917489,0.281331767,3.369808456,10600,5596,1875937,5596,5596,2858886.197,2577739,6702922
11/19/2011 0:00,2.3,7699200,17708160,173065.963,545,0.016742899,0,44,0,7.647040625,1192497.75,14841.9,3.05504471,0.269184952,3.023405989,8745,4909,1885664,3927,4330,4105280.905,2397237,5513644
11/21/2011 0:00,2.29,7712350,17661281.5,97552.6211,549,0.015168733,0,39,0,8.002716933,1192497.75,15462.08,2.50056261,0.580948695,3.065440127,8487,5044,1895504,3607,4940,1796249.437,1162237,2661522
11/23/2011 0:00,2.38,7725650,18387047,95383.9464,553,0.01740558,0,47,0,7.765599394,1192497.75,15596.14,3.41667059,0.571379919,2.775113879,8805,5620,1906495,4161,5380,1556254.492,1146873,2729557
11/25/2011 0:00,2.56,7737750,19808640,112043.7942,557,0.017192423,0,43,0,7.70632001,1192497.75,16647.68,3.78509764,3.662688656,3.097819129,9336,5374,1916889,3973,4687,676349.7316,177547,454521
11/27/2011 0:00,2.4965,7749800,19347375.7,56888.8284,560,0.017309781,0,40,0,6.757849855,1192497.75,14235.043,2.73332716,0.511353766,2.96934564,8141,4794,1926687,3508,4680,1799564.621,1115079,2783795
11/29/2011 0:00,2.981,7762950,23141353.95,505908.8307,565,0.021743237,0,38,0,8.239834472,1192497.75,20729.874,4.44141507,0.339633625,3.175045796,11164,6529,1939141,5331,6183,3011316.727,2047500,6103599
12/1/2011 0:00,3.14,7779500,24427630,199785.8885,570,0.018601303,0,44,0,10.03065755,1090715.68,29057.56,4.31536335,0.376206404,4.314411284,11715,6735,1952208,5198,6377,3247186.586,2459820,7723835
12/3/2011 0:00,3.12999,7794850,24397802.55,363125.5945,574,0.01690016,0,37,12.78333333,8.132965582,1090715.68,23487.44496,4.0934545,0.203795424,4.24497469,9426,5533,1964057,4169,5018,4034195.819,3682124,11525011
12/5/2011 0:00,2.93,7809700,22882421,90500.2266,578,0.017047038,0,36,13.36666667,8.675163287,1090715.68,23448.79,3.61583294,0.424932774,3.694468253,10411,6347,1975694,4689,5866,2092723.786,1883357,5518235
12/7/2011 0:00,3.082,7825000,24116650,178203.27,583,0.021510707,0,36,14,7.97030627,1090715.68,22661.946,3.99867645,0.138392197,3.183304678,10988,7119,1989834,5695,6229,5591453.634,5313161,16375162
12/9/2011 0:00,3.039,7840250,23826519.75,105684.9586,587,0.016117377,0,35,10.26666667,8.187185352,1090715.68,22950.528,2.96146207,0.645234713,4.036322195,9524,5686,2001307,4090,5585,2578945.791,1170427,3556927
12/11/2011 0:00,3.38,7855350,26551083,351862.752,591,0.01694131,0,42,13.25,7.861866729,1090715.68,24809.2,90.99811174,2.725776952,4.734580153,8549,5240,2012341,3694,5020,908804.1487,269281,910170
12/13/2011 0:00,3.3,7868500,25966050,107472.9186,595,0.019533682,0,31,15.61666667,7.406827445,1155038.334,21298.2,4.77703305,3.973010482,3.861867634,9008,5515,2022780,3910,5001,415686.9301,162446,536072
12/15/2011 0:00,3.1933,7881850,25169111.61,97579.1302,599,0.017576301,0,49,15.93333333,7.062323843,1155038.334,19664.3414,8.39607542,4.342302447,3.591004638,8700,5476,2033381,3972,5065,460923.2232,141814,452855
12/17/2011 0:00,3.23,7895350,25501980.5,54092.83,603,0.014085418,0,42,13.18333333,8.382920984,1155038.334,23585.46,2.72970204,5.499191594,4.89426437,7780,4819,2043519,3386,4683,427685.7564,132783,428890
12/19/2011 0:00,3.70036,7910250,29270772.69,482591.6909,607,0.016219185,0,35,16.03333333,8.670007319,1155038.334,27948.81908,3.61261747,5.692571928,5.3747729,8828,5200,2053334,3845,5200,456568.6696,132682,490970
12/21/2011 0:00,4.11,7924750,32570722.5,195054.153,612,0.016573123,0,31,12.925,8.899676387,1155038.334,31864.83,3.99252286,4.716344858,5.622874537,9328,5667,2065685,4158,5147,608602.0222,164386,675626
12/23/2011 0:00,3.95,7939250,31360037.5,82294.056,616,0.016395638,0,33,13.23333333,8.727424586,1155038.334,30031.85,3.10079941,7.896053618,5.232029617,9685,5740,2077243,4255,5451,293820.1171,96289,380340
12/25/2011 0:00,4.3897,7954550,34918088.14,335600.7372,619,0.012551069,0,39,13.03333333,9.99060446,1155038.334,38199.1694,2.78505591,13.17230698,7.197883814,8775,5307,2087226,3773,5307,316815.8535,66063,289996
12/27/2011 0:00,4.06,7971100,32362666,126336.8214,623,0.015143667,0,30,13.83333333,9.168004881,1159929.497,32285.12,2.76747331,9.613777766,5.795210914,9312,5571,2098178,4149,5571,982261.4209,82715,335821
12/29/2011 0:00,4.33,7985600,34577648,227221.891,627,0.015615586,0,34,14.96666667,8.072457128,1159929.497,30327.32,4.0354475,6.018874157,6.037690623,8731,5023,2108170,3703,4909,451570.1402,116367,503870
12/31/2011 0:00,4.995,8000050,39960249.75,602861.786,631,0.015430602,0,47,12.13333333,9.283325697,1159929.497,40224.735,3.62038935,9.681359832,7.508817435,8668,5357,2118551,3779,5220,288894.5291,83180,415486
1/2/2012 0:00,5.4999,8015100,44082248.49,362565.2546,636,0.019842395,0,34,15.56666667,8.764382025,1159929.497,41826.7395,5.2069139,7.35953081,7.200333878,9669,5809,2128883,4239,5809,295186.119,103335,568334
1/4/2012 0:00,5.6063,8030900,45023634.67,694588.7025,640,0.017402279,0,37,13.61666667,8.879702841,1159929.497,43246.9982,14.21969541,6.495535354,7.673349574,9255,5636,2140063,4012,5400,338482.0051,118758,665796
1/6/2012 0:00,7.22,8046750,58097535,1499737.719,646,0.021417724,0,47,10.13333333,9.80226937,1159929.497,61413.32,6.65531797,4.898525395,9.654664361,11043,6361,2153341,5175,6062,622080.9943,173644,1253710
1/8/2012 0:00,7.2,8063850,58059720,416207.7756,652,0.020151292,0,55,14.01666667,9.283325697,1159929.497,57981.6,3.44381947,10.00508043,9.218060413,10516,6290,2165842,4472,5841,330587.8228,80489,579522
1/10/2012 0:00,6.89,8079200,55665688,709106.176,658,0.024609774,0,45,13.71666667,9.077623651,1250757.739,50324.56,4.64067614,6.786016645,7.637662771,11080,6589,2178430,4859,5954,375302.0031,107633,741592
1/12/2012 0:00,6.997,8095100,56641414.7,951404.1786,665,0.02247206,0,41,13.33333333,10.32113374,1250757.739,58361.977,41.82887588,10.54227323,8.40587311,11184,6943,2192541,5002,6369,311617.9555,79120,553600
1/14/2012 0:00,6.75,8109300,54737775,942254.4773,670,0.017763375,0,47,12.23333333,9.948080714,1250757.739,54074.25,11.73821501,6.464373152,8.030034155,10567,6734,2206099,4846,6556,368949.3628,123925,836496
1/16/2012 0:00,7.18888,8124600,58406774.45,846028.6167,676,0.021255918,0,37,13.05,9.823729705,1250757.739,57007.8184,30.6769841,6.211557543,8.527721526,11207,6685,2219459,4816,6341,406064.2841,127665,917770
1/18/2012 0:00,6.95,8139600,56570220,1359636.66,681,0.024339887,0,34,12.78333333,8.828921633,1250757.739,49421.45,11.20841262,4.635021696,6.84981982,11962,7215,2233219,5311,6683,448003.8016,153419,1066261
1/20/2012 0:00,6.58,8153300,53648714,433777.2124,687,0.022361297,0,51,12.86666667,8.580219616,1250757.739,45684.94,43.74500914,4.742538933,6.800378089,11045,6718,2246401,4863,6269,391788.6849,146398,963301
1/22/2012 0:00,6.39,8168750,52198312.5,284825.2896,692,0.018039392,0,47,15.4,8.450978823,1307728.361,41554.17,3.21846767,10.44901891,7.901534512,8918,5259,2258431,3496,4890,303898.4064,62236,397685
1/24/2012 0:00,6.515,8184050,53319085.75,227313.576,697,0.022802244,0,39,12.85,8.77601647,1307728.361,44028.37,8.74090361,6.977976377,6.45861376,11338,6817,2271232,5103,6220,321695.2799,96848,630962
1/26/2012 0:00,6.2,8198300,50829460,695863.4917,702,0.022866915,0,40,15.23333333,8.450978823,1307728.361,40343.4,7.15324525,4.970184903,5.98922209,11098,6736,2285985,4843,6431,443244.8285,130921,811708
1/28/2012 0:00,5.74815,8213000,47209555.95,504363.8899,707,0.017528239,0,42,10.88333333,10.07616706,1307728.361,44582.6514,6.21920755,9.210096003,7.314626973,10498,6095,2298624,4323,5724,272882.337,84212,484063
1/30/2012 0:00,5.6,8229450,46084920,235596.3045,712,0.01611853,0,46,12,10.79124988,1307728.361,46508,5.00811954,10.03527488,7.726864928,10175,6019,2311107,4139,5632,340079.4805,82758,463445
2/1/2012 0:00,5.638,8244100,46480235.8,679463.0004,717,0.024694852,0,43,17.03333333,8.77601647,1307728.361,38095.966,7.67023534,4.823793556,5.521154493,11855,6900,2324476,5071,6755,413291.7832,140076,789751
2/3/2012 0:00,6.148,8260250,50784017,357939.7168,723,0.020866138,0,50,12.65,10.40120471,1307728.361,49227.036,7.14420136,6.78649338,7.090167939,12407,6943,2338374,5156,6281,365576.375,117984,725368
2/5/2012 0:00,5.9625,8275250,49341178.13,689414.3168,728,0.021651331,0,58,16.48333333,9.327239883,1379647.439,40568.85,4.45615015,6.138344871,6.131930169,11232,6616,2352587,5084,5986,347978.2079,110844,660909
2/7/2012 0:00,5.70999,8289800,47334675.1,414041.698,732,0.019984385,0,46,13.86666667,9.807318406,1379647.439,40854.97845,5.50077725,6.276804316,6.008968738,10983,6799,2365886,5090,6034,335635.5406,113991,650888
2/9/2012 0:00,5.8,8303600,48160880,523518.0075,737,0.023850236,0,71,13.21666667,9.875901052,1379647.439,41789,5.95689282,7.796187541,5.756853561,11806,7259,2379764,5536,5999,275427.6779,92417,536018
2/11/2012 0:00,6,8317850,49907100,403924.572,743,0.025436652,0,71,12.6,9.464405175,1379647.439,41424,4.07907004,6.692616311,5.433368311,12079,7624,2396030,6032,6048,364050.0796,103158,618951
2/13/2012 0:00,5.72,8333200,47665904,913983.8802,749,0.023619313,0,38,10.83333333,10.08164899,1379647.439,42064.88,4.81346772,5.383792748,5.598200692,12245,7514,2410949,5857,6460,336255.7438,136595,781324
2/15/2012 0:00,4.88,8347100,40733848,745895.365,757,0.028757085,0,41,12.15,9.73873576,1379647.439,34721.2,15.26703072,1.656377071,3.650636106,14215,9511,2430170,7802,6887,1218761.589,429552,2096214
2/17/2012 0:00,4.76998,8360650,39880133.29,611815.441,764,0.022159655,0,45,13.31666667,9.73873576,1379647.439,33881.16794,3.53606055,3.763674429,4.753250272,11991,7128,2446584,5566,6058,1128149.138,188725,900215
2/19/2012 0:00,4.33333,8377250,36301388.74,274752.7425,768,0.015993115,0,49,12.38333333,10.74136802,1376302.268,34025.30716,2.44848079,9.638090724,5.735891295,10536,5932,2459192,4286,5273,471283.4859,81468,353030
2/21/2012 0:00,4.4354,8390950,37217219.63,229268.3812,772,0.021074617,0,38,16.15,8.757293674,1376302.268,28399.8662,3.68499377,6.214523303,4.473828954,11125,6348,2471658,4767,5751,361327.0687,103033,456992
2/23/2012 0:00,4.92481,8407200,41403862.63,801887.5904,778,0.021287143,0,44,12.4,11.49394795,1376302.268,41388.10324,4.19034459,6.705324575,5.251630915,13080,7881,2486663,6051,7253,810128.3647,125333,617242
2/25/2012 0:00,5.07,8422800,42703596,423491.3288,784,0.018980461,0,43,8.983333333,11.42553159,1376302.268,42354.78,4.26574148,4.592217588,6.429080146,11532,6588,2500454,4910,6199,523252.1375,181916,922316
2/27/2012 0:00,5.1,8438300,43035330,153254.2758,789,0.019143127,0,47,9.266666667,10.80978438,1376302.268,40310.4,4.78372398,8.609758297,6.225544402,11131,6475,2512780,4684,6132,362452.7583,91803,468194
2/29/2012 0:00,4.9,8455100,41429990,139593.1286,795,0.016198398,0,50,7.283333333,12.72544237,1376302.268,45584.7,3.15391449,8.875635916,6.679076923,12087,6825,2526232,5096,6406,342453.111,104815,513594
3/2/2012 0:00,4.98888,8469550,42253568.6,618117.2837,801,0.02788506,0,44,11.95,9.897222875,1496978.595,33196.00752,4.45115638,2.850799156,4.313410541,13152,7696,2540641,6031,7114,731389.3959,233408,1164446
3/4/2012 0:00,4.9,8482000,41561800,286278.72,805,0.020316285,0,39,8.183333333,9.673977247,1496978.595,31864.7,3.95643698,6.730324711,5.295778627,11319,6017,2552359,4531,5392,630240.9675,96622,473450
3/6/2012 0:00,5.05,8496000,42904800,230732.8961,811,0.023279182,0,38,8.9,11.01345102,1496978.595,37390.2,4.77293119,6.365731793,5.569819753,11913,6713,2565801,4916,6286,360222.3106,116310,587367
3/8/2012 0:00,5,8511250,42556250,288260.657,817,0.019718878,0,44,8.966666667,11.6087727,1496978.595,39020,4.28583196,8.040597833,5.880934439,12250,6635,2579010,4983,5831,413181.3558,97057,485287
3/10/2012 0:00,4.94,8528200,42129308,142787.712,822,0.020388,0,50,10.54166667,12.87383126,1496978.595,42755.7,5.05300613,8.452084631,7.062388503,10915,6054,2591542,4443,5559,534069.0333,102401,505860
3/12/2012 0:00,4.95915,8543300,42367506.2,118507.9923,826,0.016077604,0,43,7.883333333,12.57617042,1496978.595,41919.69495,3.51928212,7.762816305,7.318382498,10385,5728,2602444,4053,4735,523378.2952,108891,540006
3/14/2012 0:00,5.4444,8557800,46592086.32,356080.913,833,0.029470297,0,42,10.55,10.26929892,1496978.595,37593.582,5.98762025,5.814210116,5.297855412,12273,7096,2616345,5482,6399,460298.9102,118761,646581
3/16/2012 0:00,5.4,8571400,46285560,182711.5472,838,0.020456273,0,43,9,10.6507282,1498294.363,38647.8,7.96536218,5.155784858,5.763167313,11928,6706,2629628,5036,5847,492599.6538,138815,749601
3/18/2012 0:00,5.37998,8587800,46202192.24,136370.8818,843,0.016156295,0,48,8.383333333,11.61897621,1498294.363,41979.98394,3.01294827,8.663535314,7.307220877,10606,5745,2642846,4248,5218,403515.814,90067,484560
3/20/2012 0:00,4.98,8603100,42843438,327707.371,848,0.020033926,0,37,9.158333333,11.02313128,1498294.363,36871.92,4.28587033,6.036259916,5.583270745,11698,6604,2656129,4964,6381,496018.0404,122659,610840
3/22/2012 0:00,4.88,8619000,42060720,296753.9225,854,0.019436288,0,42,9.075,11.61897621,1498294.363,38078.64,3.31425094,6.188810563,5.636269982,12360,6756,2669865,5184,6164,640130.2212,126082,615282
3/24/2012 0:00,4.74896,8634100,41002995.54,186578.46,858,0.01650964,0,54,7.908333333,12.81066608,1498294.363,40860.05184,4.46816675,8.289230055,6.32410646,11385,6461,2682619,4929,5863,893589.0336,103797,492929
3/26/2012 0:00,4.73793,8650050,40983331.4,335256.9824,863,0.020534211,0,38,8.666666667,11.32105375,1498294.363,36041.43351,7.26561565,6.831829085,5.571407252,11226,6469,2695337,4874,6126,423096.0241,111346,527552
3/28/2012 0:00,4.84592,8665400,41991835.17,188224.6307,868,0.021290403,0,47,9.55,11.84241806,1498294.363,38544.44768,4.67877081,5.899823253,5.402922299,12371,7134,2708817,5550,6464,693995.0947,134818,653315
3/30/2012 0:00,4.83,8679850,41923675.5,213051.5253,874,0.021658787,0,53,8.3,12.12846182,1626553.481,36244.32,4.04466777,5.410276825,5.052177307,12480,7174,2723517,5688,6268,1093096.442,138699,669916
4/1/2012 0:00,4.929,8695500,42860119.5,182041.759,878,0.017341167,0,56,8.741666667,12.12846182,1626553.481,36987.216,4.34212197,8.17634349,6.582526428,9586,5619,2735422,4221,5033,469525.437,91777,452369
4/3/2012 0:00,5.01,8708250,43628332.5,394194.22,883,0.027854805,0,41,10.03333333,10.34962075,1626553.481,32084.04,4.62668219,4.176639855,4.255742141,13073,7539,2749047,5962,6746,759655.1403,153329,768178
4/5/2012 0:00,4.94486,8721250,43125360.28,187559.848,889,0.029146084,0,58,10.275,9.621913043,1626553.481,29451.58616,6.2116662,3.550518724,4.221239237,11946,6977,2763503,5552,6115,1026300.846,167750,829501
4/7/2012 0:00,4.98,8734000,43495320,405389.376,894,0.021700091,0,61,9.75,10.6730464,1626553.481,32882.94,3.89581731,6.059725147,5.345081274,11003,6152,2776655,4755,5650,407210.8655,108965,542647
4/9/2012 0:00,4.8,8748850,41994480,208459.545,898,0.018034675,0,59,8.666666667,12.20931823,1626553.481,36254.4,3.83316764,2.919786927,5.997419355,10799,6045,2788761,4610,5364,1580081.103,258683,1241680
4/11/2012 0:00,4.8941,8763150,42887732.42,347943.4144,904,0.023685895,0,58,8.5,11.56246693,1626553.481,35022.1796,6.53992391,5.135156525,4.67898191,13265,7485,2804681,6055,6875,1113398.834,139353,682008
4/13/2012 0:00,4.94464,8776350,43395891.26,497447.2825,910,0.027611056,0,66,11.53333333,9.883251608,1577913.486,31171.01056,4.42240979,3.246153935,4.129157578,12853,7549,2820743,6243,6612,944297.8376,194199,960244
4/15/2012 0:00,4.98389,8788850,43802661.63,170395.4424,916,0.026553308,0,51,11.325,9.177305065,1577913.486,29175.69206,4.03081438,6.769105426,3.98956544,12285,7313,2835991,5919,6550,1329795.842,86481,431013
4/17/2012 0:00,5.02207,8802600,44207273.38,167777.577,923,0.029377197,0,45,9.216666667,11.13826769,1577913.486,35691.85149,7.52707743,3.246525628,4.272426561,14357,8354,2852191,6827,7116,1161251.579,218911,1099386
4/19/2012 0:00,5.19,8816500,45757635,288111.6243,930,0.02454809,0,60,8.566666667,12.23640675,1577913.486,40507.95,5.94767942,3.9000143,5.048977938,13885,8023,2868359,6306,6645,739373.6324,200127,1038662
4/21/2012 0:00,5.48,8831600,48397168,336827.7813,937,0.028284435,0,65,10.7,11.53046021,1577913.486,40310.88,6.263791,4.319580843,5.188015444,14018,7770,2884145,6260,6890,1486036.532,170294,933213
4/23/2012 0:00,5.21799,8846450,46160687.64,279236.4544,943,0.022038993,0,45,9.216666667,11.60889871,1577913.486,38633.99796,4.34820541,6.311826911,5.644119497,12471,6845,2897758,5268,5824,774046.0598,117304,612089
4/25/2012 0:00,5.16,8859500,45715020,200350.7712,949,0.026043754,0,53,9.883333333,10.82451367,1577913.486,35629.8,5.27822828,4.52275984,4.599767622,13879,7746,2912899,5710,6394,748268.5992,152672,787789
4/27/2012 0:00,5.1372,8873500,45584944.2,146562.9009,956,0.026683087,0,60,10.4,9.883251608,1577913.486,32395.1832,6.9636861,4.317307814,4.584656553,12887,7066,2930008,5582,6256,1334928.651,146063,750356
4/29/2012 0:00,5.0184,8889600,44611568.64,114752.7914,962,0.02065641,0,92,8.35,12.44873829,1508589.672,41677.812,5.79655728,5.205191526,5.17736795,12863,8050,2945231,5285,6401,970611.9482,159552,800697
5/1/2012 0:00,5,8907000,44535000,190801.28,969,0.025536994,0,72,11.63333333,13.42363949,1508589.672,44780,6.49137637,5.8471467,4.446871897,15610,10070,2964365,6009,7111,995623.201,153169,765844
5/3/2012 0:00,5.184,8923000,46256832,204237.082,978,0.033234386,0,92,8.916666667,12.44873829,1508589.672,43068.672,8.49677544,4.725572907,3.506364243,17151,12283,2986021,6624,8614,1118696.164,175809,911396
5/5/2012 0:00,5.1495,8938550,46029063.23,124846.5456,989,0.038109833,0,88,9.583333333,11.6988143,1508589.672,40212.4455,9.92443083,5.3495709,2.958973179,16679,13590,3013987,5582,7360,1089067.706,145974,751695
5/7/2012 0:00,5.0947,8955700,45626604.79,253896.4932,1002,0.042567374,0,160,9.55,12.82370029,1508589.672,43610.632,10.57768272,4.872302554,2.678292207,19235,16283,3042686,6812,8710,1360550.692,175687,895072
5/9/2012 0:00,5.09609,8973200,45728234.79,223343.82,1017,0.052348384,0,195,9.5,14.12994691,1733207.514,41859.28326,14.96129097,3.675593948,2.21888594,20332,18865,3078727,6874,8745,2567050.111,223474,1138844
5/11/2012 0:00,5.03188,8986550,45219241.21,347139.456,1028,0.051773927,0,175,15.18333333,10.59746018,1733207.514,30996.3808,10.00517341,2.721696026,2.183458777,17977,14196,3105646,6418,7904,1126846.07,226329,1138863
5/13/2012 0:00,4.99888,9000000,44989920,80335.332,1043,0.046743424,0,151,9.833333333,11.37288409,1733207.514,33042.5968,10.1650517,4.643092596,2.346108833,16837,14084,3141785,5044,6466,2235581.966,142362,711651
5/15/2012 0:00,5.09,9013700,45879733,270779.6055,1064,0.072403351,0,234,12.21666667,11.28672588,1733207.514,33436.21,19.59848847,2.917006055,1.606197339,22051,20817,3190612,6782,8464,2979362.456,225197,1146251
5/17/2012 0:00,5.1345,9025200,46339889.4,152339.6589,1080,0.060371873,0,216,12.03333333,10.16666911,1733207.514,30344.895,10.10983418,3.67817313,2.037664182,17048,14892,3225181,5647,7550,3303219.435,160678,824999
5/19/2012 0:00,5.14291,9039700,46490363.53,136034.2711,1105,0.116093096,0,192,11.28333333,12.57909907,1733207.514,37712.95903,33.30233593,4.929849911,0.989010779,28460,38132,3285071,5229,8761,1338498.238,148747,764992
5/21/2012 0:00,5.1475,9053400,46602376.5,227834.0883,1131,0.098108455,0,177,11.31666667,11.37288409,1733207.514,34066.155,18.00690588,3.117965335,1.169332201,23727,29133,3347532,5527,7597,3722513.265,212254,1092576
5/23/2012 0:00,5.16,9065300,46776948,301973.9648,1153,0.097839868,0,235,16.5,10.42514375,1733207.514,31300.56,16.09408162,2.881948006,1.168629032,23849,26784,3399639,6460,9046,2395544.217,210483,1086090
5/25/2012 0:00,5.15,9077850,46750927.5,149575.503,1176,0.111374647,0,214,14.68333333,9.174760781,1591074.962,29967.85,19.10534085,3.604617765,1.033124763,24436,29007,3454666,6180,10786,1416401.316,161432,831374
5/27/2012 0:00,5.148,9092800,46809734.4,110795.054,1196,0.061058396,0,163,9.45,12.97121352,1591074.962,42290.82,15.29363421,6.169158223,1.90062559,19795,22251,3500899,4970,8742,2082024.364,133162,685520
5/29/2012 0:00,5.15889,9106500,46979431.79,339889.092,1224,0.10311786,0,168,12.41666667,10.75661609,1591074.962,35173.31202,18.96538173,3.401594165,1.12879692,26445,31160,3564585,7487,9171,3153174.673,200435,1034024
5/31/2012 0:00,5.19,9119800,47331762,230005.901,1244,0.063897562,0,333,10.71666667,11.54754374,1591074.962,37954.47,13.60278435,3.464906163,1.811582741,21952,20951,3611279,7082,9301,4812129.309,211059,1095397
6/2/2012 0:00,5.279,9135150,48224456.85,104793.7316,1263,0.051931141,0,242,10.93333333,12.3384714,1591074.962,41223.711,9.96264787,4.16641932,2.219909047,18762,18570,3654562,5625,8601,2387134.36,187427,989428
6/4/2012 0:00,5.2785,9150600,48301442.1,284111.9573,1293,0.12880147,0,188,14.775,11.94300757,1591074.962,40000.473,28.12443169,3.601687153,0.889215566,32189,44984,3726200,6048,8583,3521172.509,210401,1110604
6/6/2012 0:00,5.47,9165850,50137199.5,245541.2877,1321,0.048375467,0,229,8.466666667,13.36667734,1591074.962,46292.61,13.28754541,4.347082224,2.533111354,20500,18275,3789793,6916,9220,2751676.412,194682,1064912
6/8/2012 0:00,5.66,9179550,51956253,343225.9149,1345,0.079941669,0,321,14.81666667,11.70572927,1591074.962,41974.56,16.81802928,3.021707558,1.556111811,23625,26974,3847334,7227,10174,6042248.698,245424,1389101
6/10/2012 0:00,5.62,9196400,51683768,174749.5932,1375,0.097300682,0,361,10.81666667,13.3790336,1583177.847,47904.88,24.41006786,5.633036777,1.218085842,26535,39328,3918185,6338,12923,1644528.245,151322,850427
